1000,0.112316,
2000,0.0944476,
3000,0.085342,
4000,0.0793999,
5000,0.0750077,
6000,0.0714663,
7000,0.068421,
8000,0.0656825,
9000,0.0631483,
10000,0.0607621,
11000,0.0584929,
12000,0.0563226,
13000,0.0542403,
14000,0.052239,
15000,0.0503136,
16000,0.0484602,
17000,0.0466758,
18000,0.0449573,
19000,0.0433023,
20000,0.0417083,
21000,0.040173,
22000,0.0386943,
23000,0.03727,
24000,0.0358981,
25000,0.0345767,
26000,0.033304,
27000,0.0320781,
28000,0.0308974,
29000,0.0297601,
30000,0.0286647,
31000,0.0276096,
32000,0.0265933,
33000,0.0256144,
34000,0.0246716,
35000,0.0237635,
36000,0.0228888,
37000,0.0220463,
38000,0.0212348,
39000,0.0204532,
40000,0.0197003,
41000,0.0189752,
42000,0.0182767,
43000,0.017604,
44000,0.016956,
45000,0.0163319,
46000,0.0157307,
47000,0.0151517,
48000,0.014594,
49000,0.0140568,
50000,0.0135394,
51000,0.013041,
52000,0.012561,
53000,0.0120986,
54000,0.0116533,
55000,0.0112244,
56000,0.0108112,
57000,0.0104133,
58000,0.01003,
59000,0.00966078,
60000,0.00930518,
61000,0.00896267,
62000,0.00863276,
63000,0.008315,
64000,0.00800894,
65000,0.00771414,
66000,0.00743019,
67000,0.0071567,
68000,0.00689327,
69000,0.00663954,
70000,0.00639515,
71000,0.00615975,
72000,0.00593302,
73000,0.00571463,
74000,0.00550428,
75000,0.00530168,
76000,0.00510653,
77000,0.00491857,
78000,0.00473752,
79000,0.00456314,
80000,0.00439518,
81000,0.0042334,
82000,0.00407757,
83000,0.00392748,
84000,0.00378292,
85000,0.00364367,
86000,0.00350955,
87000,0.00338037,
88000,0.00325595,
89000,0.0031361,
90000,0.00302066,
91000,0.00290948,
92000,0.00280238,
93000,0.00269923,
94000,0.00259988,
95000,0.00250418,
96000,0.002412,
97000,0.00232322,
98000,0.00223771,
99000,0.00215534,
100000,0.002076,
101000,0.00199959,
102000,0.00192599,
103000,0.00185509,
104000,0.00178681,
105000,0.00172104,
106000,0.00165769,
107000,0.00159667,
108000,0.0015379,
109000,0.00148129,
110000,0.00142677,
111000,0.00137425,
112000,0.00132367,
113000,0.00127495,
114000,0.00122802,
115000,0.00118282,
116000,0.00113928,
117000,0.00109734,
118000,0.00105695,
119000,0.00101805,
120000,0.000980573,
121000,0.00094448,
122000,0.000909715,
123000,0.000876229,
124000,0.000843976,
125000,0.000812911,
126000,0.000782989,
127000,0.000754168,
128000,0.000726408,
129000,0.00069967,
130000,0.000673916,
131000,0.00064911,
132000,0.000625217,
133000,0.000602204,
134000,0.000580038,
135000,0.000558687,
136000,0.000538123,
137000,0.000518315,
138000,0.000499237,
139000,0.000480861,
140000,0.000463161,
141000,0.000446112,
142000,0.000429692,
143000,0.000413875,
144000,0.000398641,
145000,0.000383968,
146000,0.000369834,
147000,0.000356221,
148000,0.000343109,
149000,0.00033048,
150000,0.000318315,
151000,0.000306599,
152000,0.000295313,
153000,0.000284443,
154000,0.000273973,
155000,0.000263889,
156000,0.000254175,
157000,0.000244819,
158000,0.000235808,
159000,0.000227128,
160000,0.000218768,
161000,0.000210715,
162000,0.000202959,
163000,0.000195489,
164000,0.000188293,
165000,0.000181362,
166000,0.000174686,
167000,0.000168256,
168000,0.000162063,
169000,0.000156098,
170000,0.000150352,
171000,0.000144818,
172000,0.000139487,
173000,0.000134353,
174000,0.000129408,
175000,0.000124644,
176000,0.000120056,
177000,0.000115637,
178000,0.000111381,
179000,0.000107281,
180000,0.000103332,
181000,9.95286e-05,
182000,9.58651e-05,
183000,9.23364e-05,
184000,8.89377e-05,
185000,8.5664e-05,
186000,8.25108e-05,
187000,7.94737e-05,
188000,7.65484e-05,
189000,7.37307e-05,
190000,7.10168e-05,
191000,6.84028e-05,
192000,6.5885e-05,
193000,6.34598e-05,
194000,6.1124e-05,
195000,5.88741e-05,
196000,5.6707e-05,
197000,5.46197e-05,
198000,5.26092e-05,
199000,5.06728e-05,
200000,4.88076e-05,
201000,4.7011e-05,
202000,4.52806e-05,
203000,4.36139e-05,
204000,4.20085e-05,
205000,4.04623e-05,
206000,3.89729e-05,
207000,3.75384e-05,
208000,3.61566e-05,
209000,3.48257e-05,
210000,3.35439e-05,
211000,3.23092e-05,
212000,3.11199e-05,
213000,2.99744e-05,
214000,2.88711e-05,
215000,2.78084e-05,
216000,2.67848e-05,
217000,2.57989e-05,
218000,2.48493e-05,
219000,2.39346e-05,
220000,2.30536e-05,
221000,2.2205e-05,
222000,2.13877e-05,
223000,2.06004e-05,
224000,1.98422e-05,
225000,1.91118e-05,
226000,1.84083e-05,
227000,1.77307e-05,
228000,1.70781e-05,
229000,1.64495e-05,
230000,1.5844e-05,
231000,1.52608e-05,
232000,1.46991e-05,
233000,1.4158e-05,
234000,1.36369e-05,
235000,1.31349e-05,
236000,1.26515e-05,
237000,1.21858e-05,
238000,1.17372e-05,
239000,1.13052e-05,
240000,1.08891e-05,
241000,1.04883e-05,
242000,1.01022e-05,
243000,9.73035e-06,
244000,9.37219e-06,
245000,9.02721e-06,
246000,8.69493e-06,
247000,8.37488e-06,
248000,8.06662e-06,
249000,7.7697e-06,
250000,7.4837e-06,
251000,7.20824e-06,
252000,6.94291e-06,
253000,6.68735e-06,
254000,6.4412e-06,
255000,6.20411e-06,
256000,5.97575e-06,
257000,5.75579e-06,
258000,5.54392e-06,
259000,5.33986e-06,
260000,5.14331e-06,
261000,4.95399e-06,
262000,4.77164e-06,
263000,4.596e-06,
264000,4.42683e-06,
265000,4.26388e-06,
266000,4.10694e-06,
267000,3.95577e-06,
268000,3.81016e-06,
269000,3.66991e-06,
270000,3.53483e-06,
271000,3.40472e-06,
272000,3.27939e-06,
273000,3.15868e-06,
274000,3.04242e-06,
275000,2.93043e-06,
276000,2.82256e-06,
277000,2.71867e-06,
278000,2.6186e-06,
279000,2.52221e-06,
280000,2.42937e-06,
281000,2.33995e-06,
282000,2.25382e-06,
283000,2.17086e-06,
284000,2.09095e-06,
285000,2.01399e-06,
286000,1.93986e-06,
287000,1.86845e-06,
288000,1.79968e-06,
289000,1.73344e-06,
290000,1.66963e-06,
291000,1.60817e-06,
292000,1.54898e-06,
293000,1.49196e-06,
294000,1.43705e-06,
295000,1.38415e-06,
296000,1.3332e-06,
297000,1.28413e-06,
298000,1.23686e-06,
299000,1.19133e-06,
300000,1.14748e-06,
301000,1.10525e-06,
302000,1.06456e-06,
303000,1.02538e-06,
304000,9.87635e-07,
